tweet,sarcastic
The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!,0
 a Bad Gift: Wall Gives Gooden $100K Cash (via http://t.co/9P4EKO4LA4) http://t.co/BzmTfRJ5aQ,0
Porygon2 are  found in the www.monstermmorpg. com wild. #firemen follow @MonsterMMORPG #paint,0
"#OPEC #chief #defends #policy, #says #group to #try to #ride #out #price #fall. http://t.co/P4nSy0P4e3 via @reuters",0
@SBryanMusic I think I'm gonna check your music out later. Thanks:white_smiling_face:,0
"@CaycePryhs Careful, Cayce. That's almost a racist statement.  @william_1492 @CaseyParksIt @PhyIis",1
You're gone and I gotta stay high... #coldpants #offtomysteriousplaces  #bye http://t.co/aOla0qD4pb,1
@whatruWARING @LehmanJenny Ya I remember when winning one regular season game was like a super bowl,1
Oversleeping is the bestttt.,1
I'll do it tomorrow is a dangerous way to live,0
@ollielocke @CosmopolitanUK #goodgrief he may already have gone a little too far with those eyebrows!,0
Cheap and expensive  http://t.co/jbZtYeu7AV,1
http://t.co/8ICPDcAoNQ #CHRISTMAS #GIFT #BLESSING #Santa #follow #TheInterview#BharatRatna #CallMeEva... http://t.co/Lx3MFqJzL8,0
"Hiring Managers are willing to wait for 30Days for a guy who can join immediately, but cannot take a guy with 30Days notice period.",1
Still can't believe my teammate is engaged! #Holymoly #RingBySpring #TurnUpppp @tdoom789,0
"@petefrt gee, that's SO hard to believe.",1
@GileseyR thanks for all your help Giles :thumbs_up_sign:,1
Why everything must b turned into a disaster to avenge another disaster?What's so gratifying in forgetting tht we all are humans/Pakistanis?,0
"I'll keep this smile on my face to get myself through this bullcrap, instead of breaking down like usual.",0
"Is it wrong of me to not want to read about horrible things in this world, just for one day?",0
"The sooner I find that out, the sooner I can go and have the lovely conversation with HR as I've yet to tell work #lookingforwardtothat",1
"Coin ! erraji: "" ZeeGingaNinja: because it seems that some people here need this clarification #sydneysiege ... http://t.co/7QsgzEotfp""",0
#Repost hernanpuentes with repostapp :black_rightwards_arrow:️:soon_with_rightwards_arrow_above::camera: #ComingSoon #LoveIt #LoveU ・・・⁰PERFECTION..... Filter... http://t.co/foiEg1RSOB,0
@gigabarb @CloudOfCaroline wish I was there. maybe next year. I'll be the one with the mad socks. no clothes. just socks.,0
"I can't remember the last time I saw ""32-bit integer"" in mainstream media! #Software #GangnamStyle #Geek @YouTube http://t.co/mP9fkuWo6r",0
Christmas music on the stair master #SundayFunday,1
"@JoanneLouT I love the way that the #white males are buffoons, while the #black woman is smart and always wins #culturalmarxism",1
Can almost smell the turkey #hungry,0
@IkeMagnifico Funny thing is now she's a security guard at Fed Ex in LA where I pick up all the time.,1
Nothing beats a surprise Tetanus shot at the doctor's office. #blessed,1
@ajb_16 shouldn't you's be in school??,0
Photo: #tea #art #abstract #color #colors #fun #how #are #you #artist #spainish #exhibit #spain http://t.co/TjneQknWDo,0
Absolutely appalling service once again from @FGW Can't wait for the rise in fares next month  #excuses #joke,1
"wait for it ""city-data"" will become a Fox News site soon @TheOldBreed1775 @RBRNetwork1 @Dolphin__Man @Joseph_WarrenDR",0
Not everyone will understand you. That's life.|#goodnight|#gatecrasher http://t.co/Xjqr57TEXS,0
@NathanFillion the resemblance is uncanny!  #firefly @Castle_ABC http://t.co/rYWjkNTUEr,1
#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT: http://t.co/teeFi8QVbY http://t.co/Qy1jZ5jwZ3,0
My christmas gift... i have sweetest friends :) #blessed  http://t.co/FR5fTpJsTn,1
Well on a positive note if I can stay awake for another hour I can go get my blood work done! #positivenote fun stuff,1
Love waking up early in the morning  #HockeyTournament #RefLife #Zebras,1
"> @CleartalkingCom Cell Phone Accessories: Accessory Kits, Audio Adapters, Batteries, Bluetooth Speakers, http://t.co/lXhKh21D7W",0
@SamanthaaaBabby then I completely suck as a sub! Haha!  going!!,0
Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate,1
This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,1
"""HAPPY"" is how i can describe today! :white_smiling_face: :purple_heart:",0
@Missguided: Looking back on Saturday night like... http://t.co/YiZd4lXq3l @LouiseRosalia You about Thursday :face_with_tears_of_joy:,0
If I had to chose between living in Winnipeg or never seeing the Leafs win the cup. No cup it is. #TMLtalk #Leafs,0
"Wrapping up CROTCHED MOUNTAIN commercial tonight, and packing everything up to head up to Loon Mountain Resort... http://t.co/g0IXxNJE6g",0
You're still shit @jordancosco17c #cheater #pong,0
@Ms_ForgetMeNot oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?,0
Fun at @JRfm #Basics4Babies Day @langleyevents on Sunday: Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot,1
"""@TFLN: (281): If I had feelings, you would have hurt them.""",1
"It's so exciting to see snapchats of everybody's Christmas dinner, wow.",1
Yaaaayyy Valentine's Day stuff is out already :two_hearts:,1
Bae had an energy drink and wants to stay up... but I'm so sleeeeeepy. #love #sleep,0
"So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart",1
Imagine an imaginary menagerie manager managing an imaginary menagerie.,0
I just swallowed my giant lozenge. Now my throat actually hurts. I'm glad I have Twitter to share my despair. #sick,0
http://t.co/Y3Dn0FIlw5 #WOW #CRAZYkids http://t.co/7TfL9AteCu can fix this. #OutofControlKids #DrPhi... http://t.co/3DaLk6wpzk,0
Some #tblightning action along the boards at @amaliearena in #Tampa #fuji #x30 #boltssocial #bethethunder http://t.co/eX5dRuepkM,0
"I cut my dominant tweeting finger on the milo tin. But as you can see, I'm a survivor.",0
Well here comes another 6+ page paper. #ilovecollege,1
Gotta baps that hoe thou,0
Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day,1
Security Engineers are not Security Guards. :| #Hackers  #security,1
Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity.,1
"@VeIvetRose @PG1888  of course, Not!",0
http://t.co/N1eVKeTMZ0 celebs takes drastic measures to look good...  #whoops #CelebrityLeakedPhotos http://t.co/5vGRHXrSa3,1
About to take a long ass drive with music blasting :person_raising_both_hands_in_celebration:,0
Absolutely love being harassed by a group of twatty adolescents on a late night shop,1
These Student Athletes Really Picked The Wrong Class To Cheat In http://t.co/JWeNktzy7M via @MTVNews,1
@SR_Duncan @destroy_robots Chortle. Would he have liked Palmer?,0
"It's a good thing Obama opened up Cuba in his first term, and didn't wait until all his elections were over.|#cuba",1
"http://t.co/QdYdOaQ48B Because, progress... #AnEyeForAnEye , #PeshawarAttack #Taliban... Surely this will bring peace and justice?",1
Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE :heavy_black_heart:️ Click the link... http://t.co/flWpJ1pohN,0
@tomstrock39: Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp,1
"@ChloeLaylaa the hostel is fine actually but I've probs caught like 1000 germs walking around London, thanks for wishing me better",1
"Spider Web Lace Chemise|With lined underwire cups, strappy open back, and adjustable straps and... http://t.co/Hyz4c04qCE",0
"@Ron_Peterson to tell you the truth, that may have been the smartest thing you've ever tweeted.  #ireallythinkyouareafuckingidiot",1
"@NussieT you realize you just tweeted out advice the other day on how not to spill your coffee, right?   #sloppy",1
It's adorable how this keeps on happening,1
"@virginmedia Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity.",1
The last time I'll get up at 6:30am I'll miss this,1
It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time.,1
"Wallahi speaking to an unbeliever is bid'a, let alone wishing him/her a happy celebration.",1
@TrendsMumbai @AbsolutIndia @EVC_India And it starts :P |#GetEnchanted,0
I feel so blessed to get ocular migraines.,1
Yups sarcasm and wine!  #winelover  :smiling_face_with_smiling_eyes::information_desk_person: http://t.co/ZKJ58DKjtE,0
One more all nighter and the semester is done,0
@peteswildlife Great. Does that mean he's also giving up hunting and killing wildlife in Europe?,1
@Parlett316 still out w/ back sprain?,0
@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?,0
"I've tweeted nearly 4,000 times and I'm not sure all 4,000 tweets really needed to be on the internet... Including this one",1
 #40 #Corner #Cute #Day #Expensive #diy #crafts|Please RT: http://t.co/6sNBFNIirz http://t.co/JhxnPzuvhD,0
Looking forward to mine and the boyfriends 2nd Christmas together!!:face_throwing_a_kiss::person_raising_both_hands_in_celebration::two_hearts:,0
I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,1
"Looking for @Stratoscale practitioners... Anyone out there, or recommendations?",0
http://t.co/QLzEP7GbWJ #FLOOD OF #NOAH #HovindTheory #ICEAGE #Bible #Church #Christians #Jews #tcot #... http://t.co/VKqZgYGo2O,0
@TheWarRoom_Tom I am sure this has made your day. LoL,1
Shit just keeps getting better and better!!! #ShouldOfStayedInBed,1
102° fever. That's fun.,1
And the round ligament pain returns. Yay  #PregnancyProblems,1
"@DailyMirror Great job on reporting on a mentally unstable man and calling him ""drug crazed""",1
@anthonyboutall - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness  #scum #weak,1
"@HoodCertified Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad.  @FOXDeportes @ErikaReidt",1
"@Imranj_ logic is an invention by the kuffar, everything makes perfect sense. () Like monkeys stoning she monkeys",1
"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed",1
"@deepgreendesign Well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.",0
Just hangin' with ma dawg #eyesup http://t.co/Uz9vbwCvZE,0
Sitting around listening to sad music really helps the depression.,1
Still awake sooo that's nice...,1
"Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.",1
I love my mom,1
Some people just don't listen..Ah well guess they'll learn the hard way,0
can you imagine being in high school today with a delusional dad making a fool of himself on the internet @ThePanda19720,0
@ATVIAssist it's finally open XD I used a youtube video to help me :) Thanks very much ;) http://t.co/gaZvpumBcD,0
"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",0
"@_kaypro @bglassify Yes, fountain jumping sounds like a great January activity.",1
@FTVLive @tvagent I'm surprised my coanchor hasn't already nominated me for the worst list.,0
Lol... That's real cute :unamused_face:,1
of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife,1
Late night snuggles with my boy :purple_heart::two_hearts:,0
I just want to eat pizza and be with my friends for the rest of my life,0
I'm in love with the cocoa:teacup_without_handle:,0
"#Sagittarius know what they want, if they can have it, and they always keep on thinking bigger.""",0
"@lawsondath92 @GregorRoberts0n @coach_carts @Cressy_36 @tozer_ben Come on lads, you're fucking better than this shite you keep showing",0
I know that what I see |Is  what you see |What it is that I know feel and see is that the #time... http://t.co/iwMP39SjJ5,0
@conorcoughlan_ Being doing projects for university all day! My life is sooooo interesting,1
@DylanBraddy @chels_2325 real tough to whoop dungeys ass,1
"By @imjayded_ "":fire::fire::fire:@dipmag Gears up to release its next issue:soon_with_rightwards_arrow_above: 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL",0
The power went out in Delano. #blackout in some parts.:white_smiling_face::party_popper: Still #HappyNewYear everyone. #besafe #goodnight,0
Why does sue give bonnie anxiety and stress pills,1
Now I've written down everything I need to know it seems a lot more manageable.,1
@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz,0
Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic.,1
Funny Annoying You Men's Tee http://t.co/bDSBZ93PCc Great for family reunions! #funny  #tees,1
"""@NewDay: .@JebBush considering a run for the @WhiteHouse: http://t.co/nq5JO2ZrQ6 #5Things http://t.co/HC74bNlZuT"" <shocking> <>",1
@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| :face_with_tears_of_joy::weary_face::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:,1
"""I"" before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17",1
@AstroDWJust I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,1
Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||,1
@quiksilverindia The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic,1
Those were some great last minute substitutions @TomCrean,1
"My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.",0
"The ultimate ""How to"" book..... http://t.co/u8fdrrDUXz",0
Women getting hit on by married managers at @ChickfilA cracks me up  #Hypocrites #practicewhatyoupreach,1
"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie.",1
"""@DrJaneChi: But what about white on white crime?"" It's like a ribbon in the sky...non-existent.",1
AAP said will declare AK candidate in last list but declared it before.This issue affecting India's GDP is termed as U-Turn by BJP #AK4Delhi,0
I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD,0
Aaaaaaand...I left my work computer at home. Now I have to go get it. #BestDayEver,1
@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.,0
"Salt n Peppa's Geico commercial is literally the best, ever. Only one that beats it is Hump Day.",0
Today has been a blast,0
How does #bigdata and #analytics look compared to the #cynefin cause/effect decision framework? https://t.co/LHSXbg8tL4,0
Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache :unamused_face:Christmas could be any better,1
#All #And #For #Hot  #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8,0
Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant http://t.co/8NzMFso9Do,1
#chattyman never fails to make me laugh @chattyman #1 talk show on TV! #loveit,0
Women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!| all but some.,0
@GioneeIndia Latest album is Free The Universe #SupersonicWithGionee #Mumbai,0
"Time for the post Christmas car wash, yay!!!  #friesenfamilychristmas",1
 EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS,0
tramp shit #youoweme #follow  http://t.co/i0TxDIPTwA,1
"""@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X""",1
A #Sagittarius will always chase what they want until they get it..|#keepgoing http://t.co/7vV4kwchRj,0
Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj http://t.co/nQmIihtlll,0
"I need to get up, but Sasha is way too cute!",0
I fucked them really badly :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:|#AdvancedWarfare http://t.co/FKJaZVk943,0
#NYPD  :worried_face::confused_face::crying_face::sleepy_face::disappointed_face: not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are.,1
So @annabelluxford was on the pull on our spin today  interested #oops http://t.co/qGuZhHTXA4,0
Harry's literally such a good person it hurts my heart BYE #InternationalHarryStylesDay,0
"@ohmaddiie: @SooFunnyPost: do you ever wonder http://t.co/x7RBgH13ZK"":person_raising_both_hands_in_celebration::person_raising_both_hands_in_celebration:""this is some shit you would think of @juiccyy_j :face_with_tears_of_joy:",0
What normal people see vs. what I see @HaleyDinkel http://t.co/1TY3hEMkW1,0
"@erinava as long as it's for taste purposes, that works for me. Are there any meats you like?",0
These guys are just amazing #gottalisten @cindybm2 The Allman Brothers Band - Stormy Monday ( At Fil...: http://t.co/GCaqwt2A50,0
 #Bra #Fitting #Guide #How #diy #crafts|Please RT: http://t.co/aw58siFjFF http://t.co/ZwX1w60mIU,0
Parking meter obviously forgot to get its own parking ticket.  http://t.co/fa0ypoYOSx,1
"But hey, 1 study guide for chemistry down 5 to go",0
Grace: this is my barf bag.|Me: why do you have a barf bag? |Grace: because sometimes when i see people i feel like vomiting.,0
@HeatherVHanson Oh funny. I saw that crowd! We were just there for dinner.,0
review,0
@TawnyaCSmith sounds like soooo much fun!,1
@dawnlawsonaz Here's a list. Lots of great choices to help #Coyotes win a cup next year.  http://t.co/iERZ24GyWS,1
#NBA players #NY support protests of #police killings/sure #money donations for #college WB coming   http://t.co/WothDOXXeM,1
@sommelierkeith hope you had a nice Xmas babes X,0
Love hanging out with my dad,0
@alyssaanicoleL this Friday  lit,0
Looking forward to new year :D,0
you're so sweet,1
"@srossi72 @RFerdenzi I wish son. like I said, twitter, wit on twitter and the magic of photos that are  3D = smoke and mirrors effect.",0
@AdamRubinESPN # SHOCKING,1
Check out my latest blog post on MyFairDaily: Pins That Really Work!!! http://t.co/6e4lh0Wjjj #lbloggers #lifestyle #pinterest #triedandtrue,0
I'm not going to survive today w/o breaking down in tears at least twice and possibly passing out. All nighter @the library was a bad idea.,0
 much!!,0
@CamInman @BeeJayCee02 we all know how well we did under Erickson.,1
I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras,1
Lord have mercy on us. The world's most powerful nation is ruled by two families. #Bush #Clinton #wasps #elxn2016 http://t.co/32ao1G9H5V,0
@davidvitty to watch re blues? Chelsea's of course,1
This gone be some fire ! :fire:Jan 24th #getlifted http://t.co/X9ZJ0unHzl,0
Happy Monday all!  #pbloggers #mbloggers,1
#notcies #eu Foreign Affairs Committee MEPs to discuss Lebanon with prime minister http://t.co/vO8qmlP1Gv,0
I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me.,1
Try to ring @heatherbeech about a plumbing issue. Her phone goes off upstairs with Super Mario theme tune  #retrogaming,1
.@CelticOwlWisdom Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready!,1
Chasing my dog though the house  fun,0
SmartPhone APP PAYS you!|see- http://t.co/Q2WB7riAvK||#Sprint #Verizon #folloback #tcot|Go 2: https://t.co/cpJZkEgNe7 http://t.co/pbleX7OWEX,0
"""Too bad her cube doesn't have a door."" - @NickEppley ||#bestcoworkersever  @AndyHawbaker",1
@CryptoDabbler @CoinMKTCap @CoinTelegraph you talk about biased behavior. go read some of the paid articles about paycoin.,1
"""Execute"" commands the beginning of a job but it is used to end a person's life Now that's",1
@Pret hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! #hopethathelps,0
"What a lovely morning, #Delhi government bans #Uber - looks like rape will stop in Delhi now  #aretheyserious",1
Well @grantolding I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it!  http://t.co/GkcYRuLCpM #,1
I'm not staring at your boobs hun..I'm looking at your heart #relax,0
Fun fact: I have a color guard rifle named Stitch after I got stitches from it plus Stitch is my fav!,0
@crazyshikoh yes :thumbs_up_sign: the taste .. The slight aroma of the tea :smiling_face_with_heart-shaped_eyes:,0
"@enigmaniac1 amen, bless you Huda, means a lot. You too.",0
@sunayas @HC_Men Hey maybe you can reach the scoreboards and fix their latest issues,1
Just a had a Bruce Springsteen flashback. *shudder* @HeyAmie @GirlFromThe216 @lexus1scott @masongoodman @Case4Cleveland,0
"#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact",1
Thirst will make you settle for a grenade bruh,0
Throwing up on Christmas morning is my ideal way of spending it.,1
"""@ADavies_10: @arnie_4 great seing u mate, thanks for the cheap shot :winking_face: safe trip back :clinking_beer_mugs::clinking_beer_mugs:""||Dry train why we lost :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",1
I just love freezing rain.,1
@IAmGiantArmy #me and #change were not friends I still need #time,0
"Going to sleep, hope #sydneysiege is sorted out in the morning",0
#pick #up #linez  to use|Boy:When u smile its like the sun|Girl:Awe|Boy:because ur teeth are so yellow|;),0
I see Toledo made a good name for itself last night,1
So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain,1
"Religion is unfounded, else, Allah would have saved the kids. . @tariqmushtaqkh @nicpradhan #PeshawarAttack #PakSchoolSiege",1
#YesCracker @Optus - come on - is it 1999? Server too busy..... #FAIL #SPAM http://t.co/v5O2Vuyh7t,0
It is so  nice knowing you have everyone's back and yet no one has mine.,1
Thanks bus. Thanks for telling me where I am. So helpful.,1
Come on #OrionLaunch - it's 1am in Australia. Us down-under #geeks need *some* sleep,0
Nice to see Dwight yorke being his normal impartial self as usual #villalovein   #AstLei #lcfc,1
It's gonna be a great day :smiling_face_with_open_mouth:,1
I always can't wait to see how  works. #IfYouKnowWhatIMean,1
"I am also going to enjoy two beers, while sitting in my car. That is  illegal. What was done to me at USC Medical, and at Penn Mar, is.",0
@Ant_Ay_It I'll snap at you if you tell me what to do again!|:face_with_tears_of_joy:  #funnyGuy,1
|Jihadi killers in #Ottawa #Sidney & #Peshawar are rogue acts while|FratBoy UVa Rapists are symbolic of deeper societal flaws...|#tcot,1
"August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26",0
am really fuckin paying for it today #tequila #is  #the #one,0
Still feeling sorry for myself about being to ill to go out last night!!! :loudly_crying_face::crying_face: here's my memories from... http://t.co/I3fIk1k6ek,0
Coffee and Fiber One. It's worth getting up for.,1
Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail,1
@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward.,1
@LittleLizardG @DiamondMinecart your Irish fans can't wait.... Impossible to get ticket ... Boo hoo!,0
"""@rcarrick: Gas below $1 per litre in Ottawa. Happy holidays. http://t.co/jJisVrSaGY"" ... Yes, crisis averted",1
@hoplitnet The fact that Whites are prone to universal thinking is actually racial in and of itself.,1
@adooley3544 is so funny rn:smiling_face_with_open_mouth_and_cold_sweat:,1
I need to do something legendary this winter break,0
Prunes toffee and effervescent goodness.. - Drinking a Delirium Nocturnum @ Memphis' Pint & Dram - http://t.co/wh6PDRNR8a #photo,0
Happened in my culture competency class...I couldn't continue to argue with ignorance  <- my face in class http://t.co/IAjhIxSObb,0
I just watched a #Fitbit commercial followed my an #IHOP commercial advertising a belgian chocolate mousse crepe.,1
"All I want for Christmas is..the complimentary coaster offered by the title insurance company if I generate a ""Quick Quote"" to myself.",1
@mel78carey I'm not a Lohan anymore :grinning_face_with_smiling_eyes: detox now for 4 weeks new me! 1 week tomorrow :face_throwing_a_kiss:,0
i hate it  http://t.co/iywGaSqrl0,1
If we could stop losing planes that would be great.,0
"oh yeah, that was funny as hell too, @HondoLane @brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @RBRNetwork1",0
"Everyone has got a selfie stick this year. I've had one for ages, just saying  #mainsteam #TrendSetter",0
@xiaomi has passed @uber as the world's most valuable #startup! #growth #nyc http://t.co/3b7F9RoSAW,0
@xvictorialeighx @annagmorey what the hell ever.,0
@JenWilliamsMEN @PolicyGMCVO he captures the spirit of devolution so well,1
Sorry this doesn't make any sense why make it even more tough? That's going to produce more players..  http://t.co/rjRLAQHwyd,1
I'm really excited for tomorrow because that means the assignments and responsibilities of today will be over.,0
@RachelRyan_ @jamieyuccas @lifetimefitness @WCCO they better!,0
I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...,0
Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas http://t.co/kUNO4OrUPA,1
@saintsfootballc: Wenger slams referee http://t.co/HJMbnHaPMf (Sky) #saintsfc ha ha ha ha for being too blatantly bias towards them?!,0
Good morning all!||@LivingQWales @RightSurveyors @VTUK @JewelleryWeb @jbboats @shaunesden @cwconclub |http://t.co/nJ1iOYg5Ex,0
"Torbay #Dementia #Action #Alliance: '#Living With Dementia,  #Dying From It' - Peter JS Ashley",0
@KevDGrussing Makes me so proud to be an American,1
Who would've imagined that #jakeplummer smokes weed regularly??  #outsidethelines,1
"Well done @Conservatives, you're doing a great job  ""@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL""",1
Why can't I (You) retweet my (your) own tweets? This is an important issue that needs to be resolved!,1
Nice soak in the bubble bath :face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss:,0
Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players.,0
@itssocakey you cant score goals sitting on the bench or 15/20 min max its hard pal fill sorry for him,0
"#Blame #Bad #Luck,  #Genes #as #Cause #of #Most #Cancer #Types. Here's #Why: Heredity and environmental factors... http://t.co/B4M19gf5U0",0
Stop being the fan. And be the person blowing minds.,1
Huge for @TomPelissero RT @FallonTonight Congrats to today's #12DaysOfChristmasSweatersContest winner @sarapelissero! http://t.co/HI0ja9f5NQ,0
@kobebryant  don't you see the  for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid.,1
#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center http://t.co/jKgE7NTRni,0
The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance,1
My glasses are blinding me.,1
"Facing Health Crises, India Slashes Healthcare http://t.co/StayhEk5O1 #GoodGovernance  #NaMo #GoGo #BureDin",1
Morning cry session with my roomie. Today's going to be a great day.,1
#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. http://t.co/6VPoREcJcX via @reuters,0
@studioloraine always a worthy choice @UMN_Give @UMNChildrens @sciencemuseummn @TheSoapFactory,0
Hi @BDUTT not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @ndtv :p thnx  #KashmirBoycotts,1
"Ah, a week until my next medschool interview :grinning_face_with_smiling_eyes:",0
On #HumanRightsDay #Manchester takes first steps towards independence https://t.co/NI6wsFMbc6 .@The45Storm .@AntiFrackingSCO #NotOnwWell,0
#Christmas  #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj,0
Writing an article on mood enhancing foods. Telling people what to eat to be happy,1
@98_florence @ConnorMcDonough @TobyMcDonough ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6,0
That moment when someone accidentally deletes everything on your phone #BestChristmasEver,1
I love the meaningful messages of automake.,1
Fuck getting a flat tire and my car dying coming home from work at 5am. Thanks god for my friends. Great way to end/start my day,1
Spilled milk onto my boob. Oh the .,1
@KeirSimmons  another Bush in the Whitehouse.,0
"@KateUpton, You ARE pretty so I better play your ""free"" #SkinnerBox game. I'm sure it won't ask for my money after a few levels.",1
Ã¢ËœÅ Find out about some of our Hip Hop mixtape promotion packages http://t.co/VR5hZyjISP,0
Well throwing up at 6:00 am is always fun :white_smiling_face:|,1
2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.,1
It's nice to see continuity in our gender struggles.,1
Sad to hear about @StuartScott passing. His family and friends are in my prayers today. #rip @espn,0
When I'm doing my hw at the same time with watching series. #1am #now #still  #finish #my #work! # http://t.co/4EQjloPwnX,0
The routine texting irks my nerves the most but I guess it's the thought that count  #needAnewRoutine,1
@MrJamesFortune I didn't know the severity of what you were charged with. I just read it on the Internet. Praying for you & your wife.,0
I have such a wonderful gf!,1
Who ever thought moving in the middle of December would be so peaceful?,1
Retweet @Singleoloy101 to have a book signing & screening in your area. http://t.co/zNVC7fpIFf http://t.co/cJzSivQSWx,0
Oh ffs my body clock is f'd #iwanttosleep,0
"Sooo mad right now, great way to start my day",1
"I'm the guy for you Brooke Davis. #OneTreeHill this story is sad,thrilling and confusing. But I love it!:smiling_face_with_heart-shaped_eyes:",0
@joehaesche thanks for the wake up wrap and coffee this morning!! #CheapBastard,1
"Hehehehe ""@Trevoredgar86: @nealcol @LFC what a shame """,1
 RT @TraSPN: Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff,1
@kradlum which would ALSO push rates up :) isn't this a fun game?,1
Gareth's polar opposite is a chicken-loving vegetarian :face_with_tears_of_joy::hatching_chick:  #Bones @andjwest,1
